customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
HRQ1U43M2O,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),32.74,556.58,No
SYQTNUCRZW,Female,1,No,Yes,35,No,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),92.91,3251.85,No
R77QEFNQ3Z,Male,0,Yes,No,5,No,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),31.99,159.95,Yes
XHM8PP09QL,Female,1,No,No,53,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),27.9,1478.7,No
O9S208TUC8,Male,1,Yes,No,64,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,50.37,3223.68,No
PR3HDI9U5D,Male,1,No,Yes,17,No,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,81.46,1384.82,No
EVNMVWV1PK,Male,1,Yes,Yes,21,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Electronic check,86.6,1818.6,Yes
PC35SH3VNV,Male,0,Yes,No,37,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),85.03,3146.11,Yes
4J9HQND24E,Male,0,Yes,No,52,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,115.18,5989.36,No
0GO0U2NDH2,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,116.09,8010.21,No
DP1EPPPBEY,Male,0,Yes,Yes,62,No,Yes,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,46.81,2902.22,No
1IGUO4BILN,Male,1,Yes,Yes,58,No,No phone service,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),33.13,1921.54,Yes
W4UC6EKFVK,Male,1,Yes,No,4,Yes,No phone service,No,No internet service,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),43.44,173.76,Yes
PSFA6IGSEJ,Male,0,Yes,Yes,24,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),40.19,964.56,Yes
YL30P0I7B8,Female,0,Yes,Yes,13,No,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),87.23,1133.99,Yes
0IW87X0YF7,Female,1,Yes,Yes,52,No,No,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,38.04,1978.08,Yes
AEZZ7NRGK4,Female,1,Yes,No,13,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,52.83,686.79,Yes
DGAP5HTNC7,Female,0,Yes,No,33,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,78.02,2574.66,Yes
N2QHKS99YV,Male,0,Yes,No,13,Yes,No phone service,DSL,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),98.68,1282.84,Yes
LDRYYNZXH2,Male,0,Yes,Yes,36,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,116.24,4184.64,Yes
W1VIOIABDS,Male,0,No,No,16,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),23.37,373.92,Yes
6GWXGPXF5C,Male,0,Yes,No,30,No,No,No,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),34.54,1036.2,Yes
41ZOG1Z1SV,Male,1,Yes,No,21,No,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,20.52,430.92,No
WJVLPLWC97,Male,1,Yes,Yes,18,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,105.06,1891.08,No
7GQEY497P5,Female,1,No,No,2,No,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),110.51,221.02,Yes
VONCMDZWD4,Male,1,Yes,Yes,56,No,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.76,2058.56,Yes
PPJQBO78ZE,Female,1,Yes,No,33,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,50.41,1663.53,No
NN03EL8DVL,Male,1,Yes,Yes,45,No,No phone service,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),51.11,2299.95,No
GJP9SXQABO,Female,0,No,Yes,33,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,95.15,3139.95,No
43CFPE0CID,Male,1,Yes,No,6,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),78.32,469.92,No
7FNZP86T9Y,Female,1,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,75.69,1892.25,Yes
GY69K7KK0Q,Male,1,Yes,No,31,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),20.97,650.07,No
B2HTH10M4J,Female,1,No,No,49,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,47.23,2314.27,Yes
Q7KXB1W769,Male,1,No,Yes,41,No,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,65.53,2686.73,Yes
078MXCJKBF,Female,1,No,No,65,No,Yes,No,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,37.3,2424.5,No
FU2U4NQD0J,Female,0,No,No,49,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Mailed check,69.71,3415.79,Yes
UBBZ7A88CR,Female,1,No,No,33,No,Yes,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),75.86,2503.38,No
ICVTBWG3Y3,Female,0,Yes,Yes,1,No,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,45.91,45.91,Yes
2ET8NMC5D2,Female,0,No,No,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.77,1990.63,No
EDBITIS80R,Female,1,Yes,Yes,3,No,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,98.68,296.04,Yes
NHFLT2B8CV,Male,0,Yes,Yes,34,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,75.13,2554.42,Yes
3C470VKEIW,Male,0,Yes,Yes,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,102.36,7267.56,No
4QWRCT49EE,Male,1,Yes,Yes,51,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,77.75,3965.25,Yes
7DCAKPEW9H,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,45.47,954.87,No
Z0XPK7UGWS,Female,0,No,No,6,No,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.25,583.5,No
KRYE2Z4FUU,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Two year,Yes,Electronic check,22.14,730.62,Yes
BZTSWSGTMX,Female,0,No,No,57,No,No,DSL,No,Yes,No,No internet service,No internet service,No,One year,No,Credit card (automatic),110.15,6278.55,No
EW7FFV6J2H,Female,1,No,Yes,66,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),30.43,2008.38,No
8U7RKJGMUP,Male,1,No,No,21,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),89.36,1876.56,No
4ICOO4F74F,Female,1,Yes,Yes,65,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,52.1,3386.5,No
49MO4M5Y4P,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),58.58,644.38,No
44KW2JPWMS,Female,1,No,No,22,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,42.15,927.3,No
MLN2VVA986,Male,1,Yes,Yes,61,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.22,1599.42,No
O624JACF3D,Male,1,Yes,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),24.39,24.39,No
RXTR5X25MO,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.14,773.08,No
6P53P07XYI,Female,1,No,No,34,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),95.32,3240.88,Yes
K8W3FSXNSQ,Female,0,Yes,No,58,No,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,31.11,1804.38,No
QDA73LNZ67,Male,0,Yes,No,48,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),54.42,2612.16,Yes
PMVQIVFW35,Male,1,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),22.44,179.52,Yes
2PVBVP6LQZ,Female,1,Yes,No,31,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),44.78,1388.18,Yes
E2PGFCJ1CF,Female,0,No,Yes,4,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),54.4,217.6,Yes
2JR0LNLJQH,Male,0,Yes,No,9,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,61.98,557.82,No
N0J8BRPS8L,Female,1,No,No,66,No,No,No,No,No,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),94.3,6223.8,No
MYIOVQVC8R,Female,1,No,No,43,No,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,109.02,4687.86,No
OHN0M47V0Z,Female,1,Yes,Yes,54,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),85.51,4617.54,Yes
PAKIJWSTR7,Female,1,Yes,Yes,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.26,3098.2,Yes
TZLX8T4MDB,Male,0,Yes,Yes,33,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.09,2609.97,No
AK6JLX56RL,Male,0,No,No,66,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),31.03,2047.98,Yes
E9WTZH50R2,Female,1,Yes,No,72,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,One year,Yes,Mailed check,89.98,6478.56,No
PR16YIJD9L,Male,0,Yes,No,23,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,83.07,1910.61,Yes
EE6GLV2M8L,Female,0,Yes,No,35,Yes,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,90.38,3163.3,Yes
ATPSJOSXEV,Male,1,Yes,No,63,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),54.39,3426.57,Yes
3CRV06AEWX,Female,0,Yes,No,5,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.28,256.4,No
BEASUTGD29,Female,0,No,No,63,No,Yes,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),60.52,3812.76,No
D0EK0UE5X8,Male,1,No,No,30,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Electronic check,111.24,3337.2,No
XGHH6AHC9Y,Male,1,No,Yes,45,Yes,No phone service,No,No,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),61.48,2766.6,Yes
SXOFQPPPVD,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.26,3249.66,No
7C8L7IXXMH,Female,0,No,Yes,30,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),67.89,2036.7,Yes
EFGY65AVOL,Female,1,No,Yes,57,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,118.22,6738.54,No
5MB1P09WE6,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,116.43,5239.35,Yes
BK6Q9P3E1L,Female,0,Yes,Yes,53,Yes,Yes,No,No,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,58.39,3094.67,No
ZQMCAHZIML,Female,1,Yes,No,35,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,95.87,3355.45,No
556QODTQ56,Male,0,No,No,9,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,One year,Yes,Electronic check,54.23,488.07,Yes
8ICNLFJH4O,Female,1,Yes,No,41,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,106.99,4386.59,Yes
1LE9V70WC7,Male,0,No,Yes,17,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),84.46,1435.82,No
0BKN8DYJND,Female,0,Yes,No,72,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,43.59,3138.48,Yes
WN3M5HNTFW,Female,1,Yes,Yes,54,No,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),21.0,1134.0,No
RFGFC8T1D8,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),64.9,2271.5,Yes
2QOOE1P4JQ,Male,1,No,Yes,35,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),50.44,1765.4,Yes
JZJ7RVRR04,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,One year,No,Mailed check,78.61,78.61,Yes
4SC01BMPIZ,Female,1,Yes,Yes,32,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,110.2,3526.4,No
JGXJ25NXMV,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),82.42,247.26,Yes
KHSJBI91ON,Male,1,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),102.97,7207.9,No
8B5YJABDXT,Male,1,Yes,Yes,69,No,No phone service,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),35.91,2477.79,Yes
RUGJREN64A,Female,1,No,Yes,41,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,110.55,4532.55,Yes
80BVGR3SHX,Female,1,Yes,No,36,No,No phone service,DSL,No,No internet service,Yes,No,No,Yes,One year,No,Electronic check,46.73,1682.28,Yes
0Z6DDUE0L2,Male,1,No,Yes,23,No,No,DSL,No internet service,No,No,No,No,No,Two year,No,Credit card (automatic),49.94,1148.62,No
YCMYQWG6DR,Male,1,Yes,No,42,No,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,43.43,1824.06,No
VNQ42L654A,Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),43.8,1927.2,No
BGU7BFSU5J,Female,0,No,Yes,1,No,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),58.46,58.46,Yes
KYUGQI4T0O,Male,0,No,Yes,34,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,One year,No,Mailed check,33.7,1145.8,Yes
199MVPX9X0,Male,0,No,No,17,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.65,2017.05,Yes
ZGKAFHCPKW,Female,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),68.18,2181.76,No
09HQ8KZ2K8,Male,1,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,42.74,1239.46,No
JJZCF0AUN0,Male,1,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,49.89,1945.71,No
F26O9RF93E,Male,1,No,No,71,Yes,No phone service,No,No,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),23.53,1670.63,Yes
Q644QIZR0J,Female,1,No,No,63,No,No phone service,No,No,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.64,1615.32,No
ZAZKXIK64S,Female,1,No,Yes,19,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,46.41,881.79,Yes
VBFR8B5GXZ,Male,0,Yes,Yes,11,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,86.9,955.9,No
PET63QDM0V,Female,0,Yes,Yes,64,No,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,22.95,1468.8,Yes
PEHMHCLESE,Male,1,Yes,No,8,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,50.78,406.24,No
ECGNYUAFUO,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,75.97,5393.87,Yes
XFRPSW1M55,Male,1,Yes,No,20,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.24,724.8,Yes
LGEW5CKOX7,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),103.42,517.1,Yes
3L4VU9KV2T,Female,0,Yes,Yes,34,No,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,47.69,1621.46,No
NDDSQC83FD,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,896.0,Yes
2ZA5HAHQWH,Female,0,No,Yes,28,No,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.35,1017.8,Yes
1BTLOUISRX,Female,1,No,Yes,33,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),82.92,2736.36,No
LOWDU6YWO8,Female,1,No,No,33,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),98.19,3240.27,Yes
8BB5TDQG45,Male,0,No,Yes,1,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,30.71,30.71,No
9M72CHM1HG,Female,1,No,No,34,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),88.16,2997.44,No
O8OFT2D5JI,Male,1,No,Yes,65,No,No phone service,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,23.64,1536.6,No
2QOSJKDWRS,Male,0,Yes,Yes,23,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,No,Electronic check,100.36,2308.28,Yes
EKZ6EWU5GE,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),20.43,408.6,Yes
D7DJKQ948J,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),58.51,2457.42,No
T3S5USV3RA,Female,1,Yes,No,33,No,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,43.84,1446.72,No
SUZT5UY3T0,Male,1,No,Yes,43,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,21.39,919.77,Yes
MLF4JK6D0N,Female,1,No,Yes,16,No,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),50.15,802.4,Yes
IDKR82ISSN,Female,0,Yes,Yes,40,Yes,No,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Mailed check,96.17,3846.8,No
DEGM8PQ508,Female,1,Yes,No,20,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,90.7,1814.0,Yes
Y5425AQD0L,Male,1,No,No,70,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,33.04,2312.8,No
7D2S2F7WFA,Male,0,Yes,No,50,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,91.98,4599.0,Yes
92LDLWTHY0,Female,0,No,No,37,Yes,No phone service,No,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),69.72,2579.64,Yes
MG68ZJDSCV,Female,0,No,Yes,59,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,101.85,6009.15,No
PMLGN66C1T,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),66.76,867.88,No
8FQER436C0,Female,0,Yes,Yes,50,No,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,82.78,4139.0,Yes
QDW6MP7DO6,Male,0,No,Yes,17,No,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),72.44,1231.48,Yes
YRDKYHG3YF,Female,1,Yes,No,33,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),25.77,850.41,Yes
E8EQHHXWGJ,Female,0,No,Yes,7,No,No phone service,No,No,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),66.13,462.91,Yes
VESZMTIB3S,Female,1,No,Yes,50,No,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),94.83,4741.5,No
H4LYS4GM34,Female,1,Yes,Yes,6,No,No phone service,No,No,No internet service,Yes,Yes,No,No,One year,No,Credit card (automatic),45.1,270.6,Yes
WCG51NADPV,Male,1,Yes,Yes,44,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),82.62,3635.28,No
7WEU706VXZ,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,47.25,283.5,No
4ADAUFZ21W,Female,0,Yes,No,52,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),63.87,3321.24,No
EQJURMZEZ7,Female,1,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),112.34,674.04,Yes
U82AF82E51,Male,1,No,No,49,No,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,No,Mailed check,23.82,1167.18,No
15BIIRSNIF,Female,0,Yes,No,32,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,25.35,811.2,Yes
CXEB6ZP7FR,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Mailed check,95.4,1717.2,Yes
TTAGWQ5P9E,Male,0,No,No,56,No,No,No,No,No internet service,No,No internet service,No,No internet service,Two year,Yes,Electronic check,95.35,5339.6,Yes
1GOWQ8NDUA,Female,0,No,Yes,3,No,Yes,No,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),25.46,76.38,No
5Z18Y69DRC,Female,0,Yes,No,19,Yes,No,No,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),91.1,1730.9,Yes
PCX9EWGWES,Male,1,Yes,Yes,21,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),63.82,1340.22,No
FQTECTR9K4,Female,0,Yes,No,64,No,Yes,DSL,Yes,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),58.44,3740.16,No
FDKPAF5PID,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),96.74,2805.46,Yes
M5CIASHR82,Male,1,Yes,Yes,8,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),62.64,501.12,No
ZU8CCWFZ0A,Female,1,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.0,425.0,No
A63J17SETQ,Male,0,No,Yes,65,No,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),103.81,6747.65,Yes
ZHQZTX9F8P,Male,0,Yes,Yes,37,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),83.83,3101.71,Yes
XDNXSYE230,Male,0,Yes,Yes,24,No,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),49.72,1193.28,No
TI233YH86L,Male,1,No,Yes,20,No,No,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,46.48,929.6,No
38QA2AR9OL,Female,1,No,No,58,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),32.36,1876.88,No
PZT19S7AH0,Male,1,Yes,Yes,43,No,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,40.48,1740.64,Yes
L20LT8SEM5,Female,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,84.79,5680.93,Yes
7B3BJ8M5YO,Male,1,Yes,Yes,70,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,117.01,8190.7,Yes
3VBBG7IJLC,Male,1,Yes,Yes,13,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,85.54,1112.02,Yes
